,Raw max-sensitivity,Relative max-sensitivity
TabNet_native,77.3771082026228,9.809861535257099
SHAP_Gradient,3.878685636786258,13.808944705916469
Integrated_Gradients,2.537996184523169,10.58463927510709
SHAP_Kernel,2.0161370983852795,12.998226247995593
LIME,0.29326605724126736,1.147212816601779
